"x1","x2","cat"
-1.90743656130508,4.40237791743129,"3"
4.63438204256818,-2.87193629192188,"2"
1.58306049183011,-3.76938798930496,"3"
4.86297373194247,4.84372471692041,"1"
1.41030091559514,1.7549780709669,"3"
0.469187337439507,2.38359950948507,"1"
4.25313362386078,-1.39777860604227,"2"
-4.03531750664115,2.20962324878201,"2"
-1.3183063827455,3.48974931519479,"2"
-1.26686312956735,-4.8919568490237,"3"
-1.90085763344541,-4.82643657829612,"3"
3.71644200757146,-1.57041285885498,"3"
-3.91791215864941,-1.27659879159182,"2"
2.10594162112102,-2.55903036566451,"3"
2.26354302139953,-4.2327564326115,"3"
1.77114135818556,-0.849818720016629,"3"
-2.73509742692113,0.89491652790457,"3"
-0.929069891571999,-3.81423472426832,"3"
-2.98464301973581,2.1882057748735,"2"
-3.70407525915653,-0.502195644658059,"2"
-3.6455498682335,0.295430442783982,"2"
0.116937020793557,2.45760802412406,"3"
2.32265305705369,-2.69832435064018,"3"
-4.61757263401523,-1.75912809791043,"2"
1.2015157029964,1.46950018359348,"3"
-0.418596933595836,4.64565371628851,"3"
4.19875653693452,2.28970983298495,"2"
-3.4373617102392,-1.92399017047137,"2"
-3.55573217617348,2.20940254861489,"2"
2.57123310817406,0.520758123602718,"2"
-3.63559307064861,-4.46902356110513,"1"
1.64576956536621,-0.0609844899736345,"2"
1.665616389364,-0.991117702797055,"2"
-0.986091999802738,-2.8348067891784,"2"
4.38061812892556,4.31564399739727,"1"
0.701267058029771,1.13176729762927,"2"
0.70263993460685,2.99099288647994,"1"
4.41758341854438,-1.16815404035151,"3"
2.96203119214624,1.06234536040574,"2"
-0.0161641882732511,4.6324395830743,"3"
1.0653413226828,-4.03578829951584,"3"
1.95537231629714,1.37490198714659,"3"
2.78104320634156,-3.85117235593498,"2"
4.43084199214354,3.91111471224576,"1"
-1.15186965558678,4.46190967457369,"3"
-3.78656631102785,-0.70691853063181,"2"
4.53374789562076,4.14140398846939,"1"
-0.0536154652945697,-2.18678875127807,"2"
4.6043812087737,-3.01903468091041,"2"
1.27791994949803,-3.64374138182029,"2"
-4.8665403178893,-2.60314564220607,"2"
4.13166143000126,2.38550534006208,"1"
-4.98200201662257,2.26194421295077,"2"
-2.60931569617242,-1.3666344829835,"2"
-0.151029967237264,2.05967253306881,"2"
-0.131398974917829,0.0273539242334664,"2"
4.47962234029546,-0.0260128523223102,"2"
-1.31129008485004,-3.90870075905696,"3"
-2.14398574084044,1.70540799386799,"1"
-2.77815301436931,4.21331920893863,"2"
-3.37534640682861,2.79432153794914,"2"
4.54028999665752,-2.73329675896093,"2"
1.84624296845868,2.54766036756337,"3"
0.621561915613711,-1.19296130724251,"3"
-0.817036079242826,-2.06395906629041,"2"
1.68090917170048,1.92299626069143,"2"
-0.314263752661645,-4.84116079751402,"3"
-1.64109797915444,-1.15877193398774,"2"
0.37092562764883,1.73069291515276,"3"
0.456923674792051,-2.80548958806321,"2"
-0.206980262883008,1.98421460343525,"2"
1.48092267569155,-2.82489849952981,"3"
-3.69291092501953,-1.38202850939706,"2"
1.16909184260294,3.6684718192555,"3"
4.67920642578974,-3.80715147824958,"2"
2.69274499965832,-2.1469315350987,"3"
1.92056185100228,-2.32371101388708,"3"
3.87346868170425,-0.329728941433132,"2"
3.05776877328753,-2.5045568542555,"2"
4.00731298374012,4.68226092401892,"1"
4.19665401102975,-4.50215310091153,"3"
-3.95950863603503,-3.67902978090569,"1"
2.73073356132954,1.71573981642723,"3"
3.77475667744875,4.93868766352534,"3"
2.48198451241478,-1.59260790562257,"3"
-2.59672671090811,-0.733700047712773,"2"
-1.59655879018828,2.59011134039611,"2"
3.07676277356222,-4.98578572645783,"2"
0.312713389284909,-4.66341755585745,"3"
